id,separation_type,cease_date,employment_status,career_move_to_public_sector,career_move_to_private_sector,interpersonal_conflicts,job_dissatisfaction,maternity_family,ill_health,gender,age,length_of_service,dataset
633,Contract Expired,2013.0,Temporary Part-time,False,False,False,False,False,False,Female,56 or older,1-2,dete
634,Retirement,2013.0,Permanent Part-time,False,False,False,False,False,True,Female,56 or older,More than 20 years,dete
635,Retirement,2013.0,Permanent Part-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,dete
636,Retirement,2013.0,Permanent Full-time,False,False,False,False,False,False,Female,51-55,More than 20 years,dete
637,Retirement,2014.0,Permanent Part-time,False,False,False,False,False,False,Female,56 or older,11-20,dete
638,Resignation,2013.0,Contract/casual,False,False,False,False,False,False,Female,36-40,Less than 1 year,dete
639,Retirement,2014.0,Permanent Part-time,False,False,False,False,False,False,Male,56 or older,More than 20 years,dete
640,Retirement,2013.0,Permanent Full-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,dete
641,Other,2013.0,Permanent Part-time,False,False,False,False,False,True,Female,41-45,5-6,dete
642,Resignation,2013.0,Permanent Part-time,False,False,False,False,False,False,Female,36-40,3-4,dete
643,Resignation,2013.0,Permanent Part-time,False,False,False,False,False,False,Female,31-35,3-4,dete
644,Retirement,2013.0,Permanent Full-time,False,False,False,False,False,True,Female,56 or older,More than 20 years,dete
645,Retirement,2013.0,Permanent Part-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,dete
646,Retirement,2013.0,Permanent Full-time,False,False,False,False,False,False,Female,56 or older,11-20,dete
647,Retirement,2013.0,Permanent Full-time,False,False,False,True,False,False,Male,51-55,More than 20 years,dete
648,Resignation,2013.0,Permanent Full-time,False,False,False,False,False,True,Female,51-55,More than 20 years,dete
649,Other,2013.0,Permanent Part-time,False,True,False,True,False,False,Female,51-55,3-4,dete
650,Resignation,2013.0,Permanent Full-time,False,True,False,False,False,False,Female,51-55,11-20,dete
651,Resignation,2013.0,Permanent Full-time,False,True,True,False,False,False,Female,56 or older,11-20,dete
652,Resignation,2013.0,Permanent Full-time,False,False,False,False,False,False,Female,51-55,3-4,dete
653,Resignation,2013.0,Permanent Full-time,False,False,False,False,True,False,Female,56 or older,More than 20 years,dete
654,Retirement,2013.0,Permanent Full-time,False,False,False,False,False,True,Female,56 or older,More than 20 years,dete
655,Retirement,2014.0,Permanent Part-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,dete
656,Retirement,2013.0,Permanent Full-time,False,False,False,False,False,True,Male,56 or older,More than 20 years,dete
657,Other,2013.0,Temporary Part-time,False,False,False,False,True,False,Female,26-30,1-2,dete
658,Retirement,2013.0,Permanent Part-time,False,False,False,False,True,True,Female,51-55,More than 20 years,dete
660,Resignation,2013.0,Permanent Full-time,False,False,False,False,False,False,Female,41-45,11-20,dete
662,Retirement,2014.0,Permanent Part-time,False,False,False,False,False,False,Male,56 or older,More than 20 years,dete
665,Retirement,2013.0,Permanent Part-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,dete
666,Resignation,2014.0,Permanent Full-time,True,False,False,False,False,False,Male,46-50,11-20,dete
668,Resignation,2014.0,Temporary Full-time,False,True,False,False,False,False,Male,21-25,1-2,dete
669,Resignation,2013.0,Permanent Part-time,False,False,False,False,False,False,Female,41-45,1-2,dete
671,Resignation,2013.0,Temporary Full-time,False,True,False,True,False,False,Female,26-30,Less than 1 year,dete
672,Resignation,2013.0,Temporary Full-time,False,False,False,False,False,False,Female,21-25,Less than 1 year,dete
673,Resignation,2013.0,Permanent Full-time,False,True,False,False,False,False,Female,41-45,3-4,dete
674,Retirement,2014.0,Permanent Full-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,dete
675,Contract Expired,2013.0,Temporary Part-time,False,False,False,False,False,False,Female,56 or older,1-2,dete
676,Retirement,2013.0,Permanent Full-time,False,False,False,False,False,True,Female,51-55,More than 20 years,dete
677,Retirement,2013.0,Permanent Part-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,dete
678,Resignation,2014.0,Permanent Full-time,False,True,False,False,False,False,Female,26-30,3-4,dete
679,Retirement,2013.0,Permanent Part-time,False,False,False,False,False,True,Female,56 or older,More than 20 years,dete
680,Resignation,2013.0,Contract/casual,False,False,False,False,False,False,Female,36-40,1-2,dete
681,Retirement,2013.0,Permanent Part-time,False,False,False,False,False,False,Female,56 or older,11-20,dete
682,Contract Expired,2013.0,Temporary Part-time,False,False,False,False,False,False,Female,21-25,Less than 1 year,dete
683,Retirement,2014.0,Permanent Part-time,False,False,False,False,False,True,Female,51-55,More than 20 years,dete
686,Resignation,2013.0,Permanent Full-time,False,False,True,False,False,False,Female,46-50,7-10,dete
687,Resignation,2014.0,Permanent Full-time,False,False,False,False,False,False,Male,56 or older,More than 20 years,dete
689,Resignation,2013.0,Permanent Part-time,True,False,False,False,False,False,Female,46-50,Less than 1 year,dete
690,Retirement,2013.0,Permanent Full-time,False,False,False,False,False,False,Female,56 or older,11-20,dete
692,Resignation,2014.0,Permanent Full-time,False,True,False,False,False,False,Female,31-35,7-10,dete
693,Resignation,2014.0,Permanent Full-time,False,True,False,False,False,False,Female,36-40,11-20,dete
694,Resignation,2013.0,Permanent Part-time,False,False,False,False,False,False,Female,21-25,1-2,dete
695,Resignation,2014.0,Permanent Full-time,False,False,False,False,False,False,Male,41-45,3-4,dete
697,Retirement,2013.0,Permanent Part-time,False,False,False,False,False,False,Male,56 or older,1-2,dete
698,Resignation,2013.0,Permanent Full-time,False,False,False,False,False,False,Male,26-30,5-6,dete
699,Retirement,2013.0,Permanent Full-time,False,False,False,False,False,False,Female,51-55,More than 20 years,dete
700,Resignation,2013.0,Permanent Part-time,False,False,False,False,False,False,Female,41-45,3-4,dete
702,Resignation,2013.0,Contract/casual,True,False,False,False,False,False,Male,21-25,5-6,dete
703,Resignation,2013.0,Permanent Part-time,False,True,False,False,False,False,Female,46-50,More than 20 years,dete
704,Other,2013.0,Permanent Part-time,False,False,False,False,False,False,Female,56 or older,11-20,dete
705,Resignation,2013.0,Permanent Full-time,False,False,True,False,False,False,Female,51-55,Less than 1 year,dete
707,Retirement,2013.0,Permanent Part-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,dete
708,Retirement,2013.0,Permanent Part-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,dete
709,Retirement,2013.0,Permanent Part-time,False,False,False,False,False,True,Female,41-45,5-6,dete
712,Other,2013.0,Permanent Full-time,False,False,False,False,True,False,Female,56 or older,More than 20 years,dete
713,Retirement,2014.0,Permanent Full-time,False,False,False,False,False,False,Male,56 or older,More than 20 years,dete
715,Retirement,2013.0,Permanent Part-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,dete
716,Retirement,2013.0,Permanent Part-time,False,False,False,False,False,False,Male,56 or older,More than 20 years,dete
717,Contract Expired,2013.0,Temporary Part-time,False,False,False,False,False,False,Female,36-40,3-4,dete
718,Resignation,2013.0,Permanent Part-time,False,False,False,False,False,False,Female,51-55,11-20,dete
719,Retirement,2013.0,Permanent Full-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,dete
721,Contract Expired,2013.0,Contract/casual,False,False,True,False,False,False,Male,26-30,Less than 1 year,dete
722,Contract Expired,2013.0,Temporary Full-time,False,False,False,False,False,False,Male,31-35,Less than 1 year,dete
723,Contract Expired,2013.0,Contract/casual,False,True,False,False,False,False,Male,21-25,Less than 1 year,dete
724,Contract Expired,2013.0,Contract/casual,False,False,False,False,False,False,Male,51-55,Less than 1 year,dete
725,Contract Expired,2013.0,Contract/casual,False,False,False,False,False,False,Male,31-35,Less than 1 year,dete
728,Resignation,2014.0,Permanent Full-time,False,False,False,False,False,False,Male,56 or older,More than 20 years,dete
729,Resignation,2014.0,Permanent Full-time,False,False,False,False,False,False,Female,51-55,More than 20 years,dete
730,Retirement,2014.0,Permanent Full-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,dete
732,Resignation,2013.0,Permanent Part-time,False,False,False,False,False,False,Female,46-50,11-20,dete
733,Resignation,2014.0,Permanent Full-time,False,False,False,False,False,False,Male,56 or older,More than 20 years,dete
734,Retirement,2014.0,Permanent Full-time,False,False,False,False,False,False,Male,56 or older,More than 20 years,dete
736,Retirement,2013.0,Permanent Part-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,dete
737,Resignation,2013.0,Permanent Full-time,False,False,False,False,True,True,Female,56 or older,7-10,dete
738,Retirement,2013.0,Permanent Full-time,False,False,False,False,False,True,Female,56 or older,11-20,dete
739,Resignation,2013.0,Permanent Part-time,False,False,False,False,False,True,Male,56 or older,11-20,dete
740,Retirement,2013.0,Permanent Part-time,False,False,False,False,False,True,Female,56 or older,11-20,dete
743,Contract Expired,2014.0,Permanent Part-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,dete
744,Retirement,2014.0,Permanent Full-time,False,False,False,False,False,False,Female,51-55,11-20,dete
745,Retirement,2014.0,Permanent Full-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,dete
746,Resignation,2013.0,Permanent Full-time,False,False,False,False,False,False,Female,41-45,More than 20 years,dete
748,Retirement,2014.0,Permanent Full-time,False,False,False,False,True,False,Female,56 or older,11-20,dete
749,Resignation,2014.0,Permanent Full-time,False,False,False,False,True,False,Female,41-45,5-6,dete
750,Retirement,2013.0,Permanent Part-time,False,False,False,False,False,False,Female,56 or older,11-20,dete
752,Retirement,2014.0,Temporary Full-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,dete
753,Resignation,2013.0,Permanent Part-time,False,False,False,True,False,False,Male,56 or older,7-10,dete
754,Resignation,2013.0,Permanent Part-time,False,False,False,False,False,True,Female,46-50,11-20,dete
755,Resignation,2013.0,Permanent Full-time,False,False,False,True,False,True,Female,31-35,7-10,dete
757,Resignation,2013.0,Permanent Part-time,False,False,False,False,False,False,Female,41-45,1-2,dete
758,Retirement,2013.0,Permanent Full-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,dete
759,Retirement,2014.0,Permanent Full-time,False,False,False,True,False,False,Male,56 or older,More than 20 years,dete
760,Retirement,2013.0,Permanent Full-time,False,False,False,False,False,False,Male,56 or older,More than 20 years,dete
761,Retirement,2013.0,Permanent Part-time,False,False,False,True,False,False,Female,51-55,More than 20 years,dete
764,Resignation,2006.0,Permanent Part-time,False,True,False,False,False,False,Female,41-45,Less than 1 year,dete
765,Retirement,2013.0,Permanent Part-time,False,False,False,False,False,False,Female,56 or older,11-20,dete
767,Retirement,2014.0,Permanent Full-time,False,False,False,True,False,False,Male,51-55,More than 20 years,dete
768,Resignation,2014.0,Permanent Full-time,False,True,False,False,False,False,Male,26-30,7-10,dete
769,Retirement,2013.0,Permanent Part-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,dete
770,Retirement,2014.0,Permanent Full-time,False,False,False,True,False,True,Male,56 or older,More than 20 years,dete
771,Resignation,2013.0,Permanent Full-time,False,False,False,False,False,True,Female,46-50,5-6,dete
773,Resignation,2014.0,Permanent Full-time,False,True,False,False,False,False,Male,36-40,11-20,dete
774,Retirement,2013.0,Permanent Full-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,dete
780,Retirement,2013.0,Permanent Full-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,dete
781,Retirement,2013.0,Permanent Full-time,False,False,False,False,False,False,Male,56 or older,More than 20 years,dete
782,Retirement,2013.0,Permanent Part-time,False,False,False,False,False,False,Male,56 or older,11-20,dete
783,Retirement,2013.0,Permanent Full-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,dete
784,Retirement,2013.0,Permanent Part-time,False,False,False,False,False,False,Male,56 or older,More than 20 years,dete
785,Contract Expired,2013.0,Temporary Part-time,False,False,False,False,False,False,Female,56 or older,Less than 1 year,dete
786,Resignation,2013.0,Permanent Full-time,False,True,False,True,False,False,Female,21-25,Less than 1 year,dete
787,Retirement,2014.0,Permanent Part-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,dete
788,Resignation,2014.0,Permanent Full-time,False,True,False,True,False,False,Female,41-45,11-20,dete
789,Retirement,2014.0,Permanent Full-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,dete
791,Resignation,2014.0,Permanent Part-time,False,False,False,False,False,False,Female,51-55,More than 20 years,dete
792,Resignation,2014.0,Permanent Full-time,False,False,False,False,False,False,Male,36-40,5-6,dete
795,Retirement,2013.0,Temporary Part-time,False,False,False,False,False,True,Male,56 or older,7-10,dete
802,Other,2014.0,Permanent Full-time,False,False,False,False,False,True,Female,21-25,3-4,dete
803,Retirement,2014.0,Permanent Full-time,False,False,False,False,False,True,Male,56 or older,More than 20 years,dete
805,Resignation,2014.0,Permanent Full-time,False,True,False,False,False,False,Female,46-50,7-10,dete
806,Resignation,2014.0,Permanent Part-time,False,True,False,False,False,False,Female,26-30,5-6,dete
808,Resignation,2013.0,Permanent Part-time,False,False,False,False,False,False,Female,41-45,7-10,dete
809,Resignation,2013.0,Permanent Full-time,False,False,False,False,False,False,Female,36-40,7-10,dete
810,Resignation,2013.0,Permanent Part-time,False,False,False,False,True,False,Female,26-30,3-4,dete
811,Retirement,2014.0,Permanent Full-time,False,False,False,False,False,False,Female,51-55,More than 20 years,dete
813,Contract Expired,2013.0,Temporary Full-time,False,False,True,False,False,False,Female,41-45,5-6,dete
814,Retirement,2014.0,Permanent Full-time,False,False,False,False,False,False,Male,56 or older,11-20,dete
815,Retirement,2013.0,Permanent Full-time,False,False,False,False,False,False,Female,56 or older,11-20,dete
817,Resignation,2014.0,Permanent Full-time,False,True,False,False,False,False,Male,21-25,1-2,dete
818,Resignation,2014.0,Permanent Full-time,False,False,False,False,False,False,Female,21-25,1-2,dete
819,Retirement,2014.0,Permanent Part-time,False,False,False,False,True,True,Female,56 or older,More than 20 years,dete
820,Retirement,2014.0,Permanent Full-time,False,False,False,False,False,False,Male,51-55,More than 20 years,dete
821,Resignation,2014.0,Permanent Full-time,False,False,False,False,True,False,Female,31-35,5-6,dete
822,Retirement,2013.0,Permanent Full-time,False,False,False,False,False,True,Female,41-45,11-20,dete
634133009996094000,Contract Expired,2010.0,Temporary Full-time,True,True,True,True,True,True,Female,26-30,1-2,tafe
634146578511788000,Resignation,2010.0,Permanent Full-time,False,True,False,False,False,False,Male,41-45,3-4,tafe
634147506906311000,Resignation,2010.0,Contract/casual,False,False,False,False,False,False,Female,56 or older,7-10,tafe
634152007975694000,Resignation,2010.0,Temporary Full-time,False,True,False,False,True,False,Male,20 or younger,3-4,tafe
634153745310374000,Resignation,2010.0,Permanent Full-time,False,False,False,False,False,False,Male,46-50,3-4,tafe
634157899735969000,Resignation,2009.0,Temporary Full-time,False,False,False,False,False,False,Female,36-40,3-4,tafe
634158812168312000,Resignation,2010.0,Permanent Full-time,True,False,False,False,False,False,Female,21-25,1-2,tafe
634158825838625000,Resignation,2010.0,Temporary Part-time,True,False,False,False,False,False,Female,41-45,Less than 1 year,tafe
634171926251752000,Retrenchment/ Redundancy,2010.0,Permanent Part-time,True,True,True,True,True,True,Male,56 or older,11-20,tafe
634171929735346000,Retrenchment/ Redundancy,2010.0,Permanent Full-time,True,True,True,True,True,True,Male,51-55,3-4,tafe
634172522831440000,Resignation,2010.0,Temporary Full-time,False,True,False,False,False,False,Female,31-35,11-20,tafe
634172609223344000,Resignation,2010.0,Permanent Part-time,False,True,False,True,False,False,Female,31-35,7-10,tafe
634176076134409000,Resignation,2010.0,Permanent Part-time,False,False,False,False,False,False,Female,46-50,11-20,tafe
634177053480062000,Resignation,2010.0,Permanent Full-time,True,False,False,True,False,False,Female,31-35,7-10,tafe
634184748867652000,Resignation,2010.0,Temporary Full-time,True,False,False,False,False,False,Male,26-30,5-6,tafe
634190678592028000,Resignation,2010.0,Contract/casual,False,False,False,False,False,False,Female,26-30,Less than 1 year,tafe
634190743855375000,Resignation,2010.0,Permanent Part-time,False,True,False,False,False,False,Female,31-35,7-10,tafe
634190913957094000,Contract Expired,2010.0,Temporary Full-time,True,True,True,True,True,True,Female,41-45,Less than 1 year,tafe
634193458894281000,Resignation,2010.0,Temporary Full-time,True,False,False,False,False,False,Male,56 or older,More than 20 years,tafe
634199393528500000,Resignation,2010.0,Temporary Full-time,False,True,False,False,False,False,Female,31-35,Less than 1 year,tafe
634199595826715000,Contract Expired,2010.0,Temporary Full-time,True,True,True,True,True,True,Female,26-30,Less than 1 year,tafe
634200229589215000,Resignation,2010.0,Temporary Part-time,False,True,False,False,False,False,Female,46-50,Less than 1 year,tafe
634201997218101000,Retirement,2010.0,Permanent Full-time,False,False,False,False,False,False,Male,56 or older,More than 20 years,tafe
634205577322164000,Retirement,2010.0,Permanent Part-time,False,False,False,False,False,False,Female,56 or older,11-20,tafe
634208993864195000,Resignation,2010.0,Temporary Part-time,False,False,False,False,False,False,Female,26-30,Less than 1 year,tafe
634209003247164000,Resignation,2010.0,Permanent Full-time,False,False,False,False,False,False,Female,36-40,11-20,tafe
634209012525289000,Resignation,2010.0,Permanent Full-time,False,False,False,False,False,False,Male,31-35,3-4,tafe
634209019387633000,Contract Expired,2010.0,Permanent Full-time,True,True,True,True,True,True,Male,56 or older,More than 20 years,tafe
634209026016695000,Contract Expired,2010.0,Permanent Full-time,True,True,True,True,True,True,Male,36-40,11-20,tafe
634209027931539000,Resignation,2010.0,Permanent Full-time,True,True,False,False,False,False,Male,51-55,11-20,tafe
634209037420601000,Resignation,2010.0,Permanent Part-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,tafe
634211542757094000,Resignation,2010.0,Permanent Full-time,False,True,False,False,False,False,Male,31-35,Less than 1 year,tafe
634212412239976000,Transfer,2010.0,Permanent Part-time,True,False,False,True,True,False,Female,31-35,7-10,tafe
634213196498570000,Resignation,2010.0,Permanent Full-time,False,True,False,False,False,False,Male,56 or older,3-4,tafe
634214156864906000,Resignation,2010.0,Permanent Full-time,False,True,False,True,False,False,Female,41-45,3-4,tafe
634218492665219000,Resignation,2010.0,Temporary Full-time,False,True,False,False,False,False,Female,31-35,Less than 1 year,tafe
634219251646781000,Resignation,2010.0,Temporary Full-time,False,True,False,False,False,False,Female,26-30,3-4,tafe
634219263224125000,Contract Expired,2010.0,Permanent Full-time,True,True,True,True,True,True,Female,26-30,3-4,tafe
634219274566469000,Resignation,2010.0,Permanent Full-time,False,False,False,True,False,False,Female,56 or older,3-4,tafe
634219407445375000,Retirement,2010.0,Permanent Full-time,False,False,False,False,False,False,Female,56 or older,3-4,tafe
634219413623344000,Contract Expired,2009.0,Permanent Full-time,True,True,True,True,True,True,Male,26-30,3-4,tafe
634219425466156000,Contract Expired,2009.0,Permanent Full-time,True,True,True,True,True,True,Female,51-55,11-20,tafe
634220006275757000,Resignation,2009.0,Permanent Full-time,False,False,False,False,False,False,Male,51-55,3-4,tafe
634220145175757000,Resignation,2010.0,Permanent Full-time,False,False,True,False,False,False,Male,46-50,11-20,tafe
634221044292008000,Resignation,2010.0,Permanent Full-time,False,False,False,False,False,False,Female,21-25,Less than 1 year,tafe
634223513490601000,Resignation,2010.0,Temporary Full-time,False,False,False,False,True,False,Female,31-35,1-2,tafe
634224469051226000,Contract Expired,2010.0,Temporary Full-time,True,True,True,True,True,True,Female,31-35,Less than 1 year,tafe
634226171903257000,Resignation,2010.0,Permanent Full-time,False,True,False,False,False,False,Male,51-55,3-4,tafe
634227157286851000,Transfer,2010.0,Permanent Full-time,False,False,False,True,False,False,Female,51-55,3-4,tafe
634227185069750000,Resignation,2010.0,Permanent Full-time,True,False,False,False,False,False,Female,36-40,7-10,tafe
634227207368969000,Resignation,2010.0,Permanent Full-time,False,False,False,False,False,False,Female,51-55,5-6,tafe
634227222513344000,Contract Expired,2010.0,Contract/casual,True,True,True,True,True,True,Female,41-45,Less than 1 year,tafe
634231466668883000,Resignation,2010.0,Temporary Full-time,False,False,False,True,False,False,Female,20 or younger,Less than 1 year,tafe
634235863003594000,Transfer,2010.0,Temporary Full-time,True,False,False,False,False,False,Female,51-55,3-4,tafe
634238426001094000,Retrenchment/ Redundancy,2010.0,Temporary Full-time,True,True,True,True,True,True,Female,51-55,1-2,tafe
634239303982500000,Transfer,2010.0,Temporary Full-time,False,False,False,False,False,True,Female,31-35,1-2,tafe
634241795347656000,Resignation,2010.0,Contract/casual,False,False,False,True,False,False,Male,41-45,Less than 1 year,tafe
634243628858726000,Resignation,2010.0,Permanent Full-time,False,False,False,False,False,False,Female,46-50,7-10,tafe
634243664081406000,Resignation,2010.0,Temporary Part-time,False,False,False,False,True,False,Male,41-45,5-6,tafe
634245133689063000,Resignation,2010.0,Permanent Full-time,False,False,False,False,False,False,Female,41-45,5-6,tafe
634250266309976000,Contract Expired,2010.0,Contract/casual,True,True,True,True,True,True,Female,20 or younger,Less than 1 year,tafe
634250409172945000,Resignation,2010.0,Contract/casual,False,False,False,False,True,False,Female,56 or older,3-4,tafe
634251116016226000,Resignation,2010.0,Permanent Full-time,True,False,False,False,False,False,Female,26-30,7-10,tafe
634251290130132000,Resignation,2010.0,Permanent Part-time,False,True,True,True,False,True,Female,41-45,3-4,tafe
634259752467320000,Resignation,2010.0,Contract/casual,False,True,False,False,False,False,Female,31-35,Less than 1 year,tafe
634260719918915000,Resignation,2010.0,Temporary Full-time,True,False,False,False,False,False,Female,41-45,Less than 1 year,tafe
634266938733603000,Resignation,2010.0,Permanent Full-time,True,False,False,False,False,False,Female,31-35,11-20,tafe
634268423021657000,Contract Expired,2010.0,Contract/casual,True,True,True,True,True,True,Male,51-55,Less than 1 year,tafe
634268446707283000,Resignation,2010.0,Temporary Part-time,False,True,False,True,False,False,Female,31-35,Less than 1 year,tafe
634269438105095000,Resignation,2010.0,Contract/casual,False,False,False,True,False,False,Male,21-25,1-2,tafe
634272910039626000,Retirement,2010.0,Permanent Part-time,False,False,False,False,False,False,Female,56 or older,11-20,tafe
634273756721501000,Resignation,2011.0,Permanent Full-time,True,False,False,False,False,False,Female,46-50,5-6,tafe
634275489048845000,Resignation,2010.0,Temporary Full-time,False,False,True,True,True,False,Female,36-40,Less than 1 year,tafe
634281400568746000,Resignation,2010.0,Permanent Full-time,False,True,False,False,False,False,Male,41-45,3-4,tafe
634281450090309000,Termination,2010.0,Temporary Full-time,True,True,True,True,True,True,Female,51-55,1-2,tafe
634284989401715000,Resignation,2010.0,Contract/casual,False,True,False,False,False,False,Male,36-40,Less than 1 year,tafe
634285674608023000,Contract Expired,2010.0,Temporary Full-time,True,True,True,True,True,True,Male,41-45,1-2,tafe
634285909851304000,Resignation,2011.0,Temporary Full-time,True,False,False,False,False,False,Female,26-30,Less than 1 year,tafe
634298884567184000,Resignation,2011.0,Permanent Full-time,False,True,False,True,False,False,Female,26-30,7-10,tafe
634304735958746000,Contract Expired,2011.0,Contract/casual,True,True,True,True,True,True,Male,21-25,Less than 1 year,tafe
634309981362554000,Resignation,2011.0,Permanent Full-time,False,False,False,False,False,False,Male,56 or older,11-20,tafe
634310121282710000,Contract Expired,2011.0,Temporary Part-time,True,True,True,True,True,True,Female,41-45,Less than 1 year,tafe
634310942921246000,Resignation,2011.0,Temporary Full-time,False,False,False,False,False,False,Male,41-45,11-20,tafe
634314358367965000,Resignation,2011.0,Temporary Full-time,False,False,False,False,False,False,Female,31-35,Less than 1 year,tafe
634315046486772000,Contract Expired,2011.0,Contract/casual,True,True,True,True,True,True,Female,36-40,1-2,tafe
634316886387496000,Resignation,2011.0,Permanent Full-time,False,True,False,False,True,False,Male,46-50,3-4,tafe
634317688380679000,Resignation,2011.0,Permanent Full-time,False,True,False,False,False,False,Female,26-30,3-4,tafe
634317845042866000,Transfer,2011.0,Permanent Full-time,False,False,False,False,True,False,Female,56 or older,5-6,tafe
634322927651559000,Resignation,2011.0,Temporary Full-time,False,False,False,True,False,False,Male,51-55,Less than 1 year,tafe
634323115021460000,Resignation,2011.0,Temporary Full-time,False,False,False,True,False,False,Male,51-55,Less than 1 year,tafe
634323709021402000,Resignation,2011.0,Temporary Full-time,False,False,False,True,False,False,Male,51-55,Less than 1 year,tafe
634323732465523000,Termination,2011.0,Permanent Full-time,True,True,True,True,True,True,Female,46-50,7-10,tafe
634323806434371000,Resignation,2011.0,Contract/casual,False,True,False,False,False,False,Female,46-50,3-4,tafe
634326352243491000,Resignation,2011.0,Temporary Full-time,False,True,False,False,False,False,Female,21-25,1-2,tafe
634326454148590000,Resignation,2011.0,Temporary Part-time,False,False,False,False,False,True,Female,41-45,1-2,tafe
634328087765991000,Resignation,2011.0,Temporary Part-time,False,False,False,False,False,True,Female,51-55,Less than 1 year,tafe
634328171329844000,Resignation,2011.0,Temporary Full-time,False,False,False,False,False,False,Female,36-40,3-4,tafe
634328202850835000,Resignation,2011.0,Temporary Full-time,False,False,False,True,False,False,Female,51-55,3-4,tafe
634329804601719000,Resignation,2011.0,Permanent Full-time,False,True,False,False,False,False,Male,46-50,5-6,tafe
634329959592554000,Resignation,2011.0,Permanent Full-time,False,False,False,False,False,False,Male,21-25,3-4,tafe
634333408714687000,Transfer,2011.0,Permanent Full-time,True,False,False,False,False,False,Female,51-55,11-20,tafe
634335805202554000,Contract Expired,2011.0,Temporary Full-time,True,True,True,True,True,True,Female,41-45,3-4,tafe
634340388349585000,Retirement,2011.0,Permanent Full-time,False,False,True,False,False,True,Female,51-55,More than 20 years,tafe
634340978789585000,Contract Expired,2011.0,Contract/casual,True,True,True,True,True,True,Female,31-35,Less than 1 year,tafe
634344511160937000,Retirement,2011.0,Permanent Full-time,False,False,False,False,False,False,Male,56 or older,More than 20 years,tafe
634346271723281000,Resignation,2011.0,Temporary Full-time,False,False,False,False,False,False,Male,31-35,1-2,tafe
634346401168125000,Contract Expired,2011.0,Temporary Full-time,True,True,True,True,True,True,Male,31-35,Less than 1 year,tafe
634352308949688000,Retirement,2011.0,Permanent Full-time,False,False,False,False,False,False,Male,56 or older,More than 20 years,tafe
634353285189063000,Resignation,2011.0,Temporary Full-time,False,True,False,False,False,False,Female,26-30,Less than 1 year,tafe
634356555160312000,Resignation,2011.0,Permanent Full-time,False,False,False,False,False,False,Female,51-55,Less than 1 year,tafe
634356560392188000,Resignation,2011.0,Permanent Part-time,False,True,False,False,False,False,Female,36-40,3-4,tafe
634356641434062000,Resignation,2011.0,Contract/casual,False,False,False,False,False,False,Male,56 or older,Less than 1 year,tafe
634356731460781000,Resignation,2011.0,Temporary Part-time,False,True,False,False,False,False,Female,21-25,Less than 1 year,tafe
634358247777344000,Resignation,2011.0,Temporary Full-time,True,False,False,False,False,False,Male,20 or younger,Less than 1 year,tafe
634358414389688000,Contract Expired,2011.0,Temporary Full-time,True,True,True,True,True,True,Female,51-55,Less than 1 year,tafe
634358731384062000,Retirement,2011.0,Permanent Full-time,False,False,False,False,False,False,Male,56 or older,11-20,tafe
634360008438438000,Retirement,2011.0,Permanent Full-time,False,False,False,True,False,False,Male,56 or older,More than 20 years,tafe
634362639709063000,Retirement,2011.0,Permanent Full-time,False,False,False,False,True,True,Female,56 or older,7-10,tafe
634365142728281000,Resignation,2011.0,Contract/casual,True,False,False,False,False,False,Female,21-25,Less than 1 year,tafe
634365459611250000,Resignation,2011.0,Temporary Part-time,False,False,False,False,False,False,Female,41-45,Less than 1 year,tafe
634366032016094000,Resignation,2011.0,Temporary Full-time,False,False,False,False,False,False,Female,20 or younger,Less than 1 year,tafe
634366171489688000,Contract Expired,2011.0,Contract/casual,True,True,True,True,True,True,Female,21-25,1-2,tafe
634370412543594000,Contract Expired,2011.0,Temporary Full-time,True,True,True,True,True,True,Female,41-45,Less than 1 year,tafe
634370483668125000,Resignation,2011.0,Permanent Part-time,False,False,True,True,False,False,Female,51-55,More than 20 years,tafe
634370606168281000,Contract Expired,2011.0,Contract/casual,True,True,True,True,True,True,Female,51-55,11-20,tafe
634372114428281000,Retirement,2011.0,Permanent Full-time,False,False,False,True,False,False,Male,56 or older,11-20,tafe
